Province_State,date,total_deaths
Guam,2020-02-24,0
Guam,2020-02-25,0
Guam,2020-02-26,0
Guam,2020-02-27,0
Guam,2020-02-28,0
Guam,2020-02-29,0
Guam,2020-03-01,0
Guam,2020-03-02,0
Guam,2020-03-03,0
Guam,2020-03-04,0
Guam,2020-03-05,0
Guam,2020-03-06,0
Guam,2020-03-07,0
Guam,2020-03-08,0
Guam,2020-03-09,0
Guam,2020-03-10,0
Guam,2020-03-11,0
Guam,2020-03-12,0
Guam,2020-03-13,0
Guam,2020-03-14,0
Guam,2020-03-15,0
Guam,2020-03-16,0
Guam,2020-03-17,0
Guam,2020-03-18,0
Guam,2020-03-19,0
Guam,2020-03-20,0
Guam,2020-03-21,0
Guam,2020-03-22,1
Guam,2020-03-23,1
Guam,2020-03-24,1
Guam,2020-03-25,1
Guam,2020-03-26,1
Guam,2020-03-27,1
Guam,2020-03-28,1
Guam,2020-03-29,1
Guam,2020-03-30,1
Guam,2020-03-31,2
Guam,2020-04-01,3
Guam,2020-04-02,3
Guam,2020-04-03,4
Guam,2020-04-04,4
Guam,2020-04-05,4
Guam,2020-04-06,4
Guam,2020-04-07,4
Guam,2020-04-08,4
Guam,2020-04-09,4
Guam,2020-04-10,4
Guam,2020-04-11,5
Guam,2020-04-12,5
Guam,2020-04-13,5
Guam,2020-04-14,5
Guam,2020-04-15,5
Guam,2020-04-16,5
Guam,2020-04-17,5
Guam,2020-04-18,5
Guam,2020-04-19,5
Guam,2020-04-20,5
Guam,2020-04-21,5
Guam,2020-04-22,5
Guam,2020-04-23,5
Guam,2020-04-24,5
Guam,2020-04-25,5
Guam,2020-04-26,5
Guam,2020-04-27,5
Guam,2020-04-28,5
Guam,2020-04-29,5
Guam,2020-04-30,5
Guam,2020-05-01,5
Guam,2020-05-02,5
Guam,2020-05-03,5
Guam,2020-05-04,5
Guam,2020-05-05,5
Guam,2020-05-06,5
Guam,2020-05-07,5
Guam,2020-05-08,5
Guam,2020-05-09,5
Guam,2020-05-10,5
Guam,2020-05-11,5
Guam,2020-05-12,5
Guam,2020-05-13,5
Guam,2020-05-14,5
Guam,2020-05-15,5
Guam,2020-05-16,5
Guam,2020-05-17,5
Guam,2020-05-18,5
Guam,2020-05-19,5
Guam,2020-05-20,5
Guam,2020-05-21,5
Guam,2020-05-22,5
Guam,2020-05-23,5
Guam,2020-05-24,5
Guam,2020-05-25,5
Guam,2020-05-26,5
Guam,2020-05-27,5
Guam,2020-05-28,5
Guam,2020-05-29,5
Guam,2020-05-30,5
Guam,2020-05-31,5
Guam,2020-06-01,5
Guam,2020-06-02,5
Guam,2020-06-03,5
Guam,2020-06-04,5
Guam,2020-06-05,5
Guam,2020-06-06,5
Guam,2020-06-07,5
Guam,2020-06-08,5
Guam,2020-06-09,5
Guam,2020-06-10,5
Guam,2020-06-11,5
Guam,2020-06-12,5
Guam,2020-06-13,5
Guam,2020-06-14,5
Guam,2020-06-15,5
Guam,2020-06-16,5
Guam,2020-06-17,5
Guam,2020-06-18,5
Guam,2020-06-19,5
Guam,2020-06-20,5
Guam,2020-06-21,5
Guam,2020-06-22,5
Guam,2020-06-23,5
Guam,2020-06-24,5
Guam,2020-06-25,5
Guam,2020-06-26,5
Guam,2020-06-27,5
Guam,2020-06-28,5
Guam,2020-06-29,5
Guam,2020-06-30,5
Guam,2020-07-01,5
Guam,2020-07-02,5
Guam,2020-07-03,5
Guam,2020-07-04,5
Guam,2020-07-05,5
Guam,2020-07-06,5
Guam,2020-07-07,5
Guam,2020-07-08,5
Guam,2020-07-09,5
Guam,2020-07-10,5
Guam,2020-07-11,5
Guam,2020-07-12,5
Guam,2020-07-13,5
Guam,2020-07-14,5
Guam,2020-07-15,5
Guam,2020-07-16,5
Guam,2020-07-17,5
Guam,2020-07-18,5
Guam,2020-07-19,5
Guam,2020-07-20,5
Guam,2020-07-21,5
Guam,2020-07-22,5
Guam,2020-07-23,5
Guam,2020-07-24,5
Guam,2020-07-25,5
Guam,2020-07-26,5
Guam,2020-07-27,5
Guam,2020-07-28,5
Guam,2020-07-29,5
Guam,2020-07-30,5
Guam,2020-07-31,5
Guam,2020-08-01,5
Guam,2020-08-02,5
Guam,2020-08-03,5
Guam,2020-08-04,5
Guam,2020-08-05,5
Guam,2020-08-06,5
Guam,2020-08-07,5
Guam,2020-08-08,5
Guam,2020-08-09,5
Guam,2020-08-10,5
Guam,2020-08-11,5
Guam,2020-08-12,5
Guam,2020-08-13,5
Guam,2020-08-14,5
Guam,2020-08-15,5
Guam,2020-08-16,5
Guam,2020-08-17,5
Guam,2020-08-18,5
Guam,2020-08-19,5
Guam,2020-08-20,6
Guam,2020-08-21,7
Guam,2020-08-22,7
Guam,2020-08-23,7
Guam,2020-08-24,7
Guam,2020-08-25,7
Guam,2020-08-26,9
Guam,2020-08-27,10
Guam,2020-08-28,10
Guam,2020-08-29,10
Guam,2020-08-30,10
Guam,2020-08-31,10
Guam,2020-09-01,13
Guam,2020-09-02,13
Guam,2020-09-03,13
Guam,2020-09-04,14
Guam,2020-09-05,15
Guam,2020-09-06,15
Guam,2020-09-07,15
Guam,2020-09-08,19
Guam,2020-09-09,20
Guam,2020-09-10,22
Guam,2020-09-11,23
Guam,2020-09-12,25
Guam,2020-09-13,25
Guam,2020-09-14,26
Guam,2020-09-15,28
Guam,2020-09-16,29
Guam,2020-09-17,31
Guam,2020-09-18,31
Guam,2020-09-19,34
Guam,2020-09-20,34
Guam,2020-09-21,35
Guam,2020-09-22,37
Guam,2020-09-23,37
Guam,2020-09-24,38
Guam,2020-09-25,39
Guam,2020-09-26,42
Guam,2020-09-27,42
Guam,2020-09-28,46
Guam,2020-09-29,47
Guam,2020-09-30,49
Guam,2020-10-01,49
Guam,2020-10-02,50
Guam,2020-10-03,51
Guam,2020-10-04,51
Guam,2020-10-05,55
Guam,2020-10-06,55
Guam,2020-10-07,57
Guam,2020-10-08,58
Guam,2020-10-09,58
Guam,2020-10-10,58
Guam,2020-10-11,60
Guam,2020-10-12,60
Guam,2020-10-13,61
Guam,2020-10-14,61
Guam,2020-10-15,62
Guam,2020-10-16,63
Guam,2020-10-17,63
Guam,2020-10-18,66
Guam,2020-10-19,66
Guam,2020-10-20,67
Guam,2020-10-21,69
Guam,2020-10-22,69
Guam,2020-10-23,69
Guam,2020-10-24,71
Guam,2020-10-25,71
Guam,2020-10-26,75
Guam,2020-10-27,75
Guam,2020-10-28,77
Guam,2020-10-29,78
Guam,2020-10-30,79
Guam,2020-10-31,79
Guam,2020-11-01,79
Guam,2020-11-02,79
Guam,2020-11-03,80
Guam,2020-11-04,83
Guam,2020-11-05,85
Guam,2020-11-06,88
Guam,2020-11-07,89
Guam,2020-11-08,89
Guam,2020-11-09,90
Guam,2020-11-10,91
Guam,2020-11-11,91
Guam,2020-11-12,91
Guam,2020-11-13,93
Guam,2020-11-14,93
Guam,2020-11-15,94
Guam,2020-11-16,98
Guam,2020-11-17,100
Guam,2020-11-18,100
Guam,2020-11-19,101
Guam,2020-11-20,103
Guam,2020-11-21,104
Guam,2020-11-22,106
Guam,2020-11-23,106
Guam,2020-11-24,107
Guam,2020-11-25,109
Guam,2020-11-26,111
Guam,2020-11-27,112
Guam,2020-11-28,112
Guam,2020-11-29,112
Guam,2020-11-30,112
Guam,2020-12-01,112
Guam,2020-12-02,112
Guam,2020-12-03,112
Guam,2020-12-04,113
Guam,2020-12-05,113
Guam,2020-12-06,113
Guam,2020-12-07,113
Guam,2020-12-08,113
Guam,2020-12-09,113
Guam,2020-12-10,115
Guam,2020-12-11,115
Guam,2020-12-12,115
Guam,2020-12-13,115
Guam,2020-12-14,119
Guam,2020-12-15,119
Guam,2020-12-16,119
Guam,2020-12-17,119
Guam,2020-12-18,119
Guam,2020-12-19,119
Guam,2020-12-20,119
Guam,2020-12-21,120
Guam,2020-12-22,121
Guam,2020-12-23,121
Guam,2020-12-24,121
Guam,2020-12-25,121
Guam,2020-12-26,121
Guam,2020-12-27,121
Guam,2020-12-28,121
Guam,2020-12-29,121
Guam,2020-12-30,121
Guam,2020-12-31,121
Guam,2021-01-01,122
Guam,2021-01-02,122
Guam,2021-01-03,122
Guam,2021-01-04,122
Guam,2021-01-05,123
Guam,2021-01-06,123
Guam,2021-01-07,124
Guam,2021-01-08,124
Guam,2021-01-09,124
Guam,2021-01-10,124
Guam,2021-01-11,124
Guam,2021-01-12,124
Guam,2021-01-13,124
Guam,2021-01-14,124
Guam,2021-01-15,125
Guam,2021-01-16,125
Guam,2021-01-17,125
Guam,2021-01-18,125
Guam,2021-01-19,128
Guam,2021-01-20,128
Guam,2021-01-21,128
Guam,2021-01-22,128
Guam,2021-01-23,128
Guam,2021-01-24,128
Guam,2021-01-25,129
Guam,2021-01-26,129
Guam,2021-01-27,129
Guam,2021-01-28,129
Guam,2021-01-29,129
Guam,2021-01-30,129
Guam,2021-01-31,129
Guam,2021-02-01,129
Guam,2021-02-02,129
Guam,2021-02-03,129
Guam,2021-02-04,129
Guam,2021-02-05,129
Guam,2021-02-06,129
Guam,2021-02-07,129
Guam,2021-02-08,130
Guam,2021-02-09,130
Guam,2021-02-10,130
Guam,2021-02-11,130
Guam,2021-02-12,130
Guam,2021-02-13,130
Guam,2021-02-14,130
Guam,2021-02-15,130
Guam,2021-02-16,130
Guam,2021-02-17,130
Guam,2021-02-18,130
Guam,2021-02-19,130
Guam,2021-02-20,130
Guam,2021-02-21,130
Guam,2021-02-22,130
Guam,2021-02-23,130
Guam,2021-02-24,130
Guam,2021-02-25,130
Guam,2021-02-26,130
Guam,2021-02-27,131
Guam,2021-02-28,131
Guam,2021-03-01,131
Guam,2021-03-02,131
Guam,2021-03-03,131
Guam,2021-03-04,131
Guam,2021-03-05,133
Guam,2021-03-06,133
Guam,2021-03-07,133
Guam,2021-03-08,133
Guam,2021-03-09,133
Guam,2021-03-10,133
Guam,2021-03-11,133
Guam,2021-03-12,133
Guam,2021-03-13,133
Guam,2021-03-14,133
Guam,2021-03-15,134
Guam,2021-03-16,134
Guam,2021-03-17,134
Guam,2021-03-18,134
Guam,2021-03-19,134
Guam,2021-03-20,134
Guam,2021-03-21,134
Guam,2021-03-22,134
Guam,2021-03-23,134
Guam,2021-03-24,134
Guam,2021-03-25,134
Guam,2021-03-26,134
Guam,2021-03-27,134
Guam,2021-03-28,134
Guam,2021-03-29,134
Guam,2021-03-30,134
Guam,2021-03-31,134
Guam,2021-04-01,134
Guam,2021-04-02,136
Guam,2021-04-03,136
Guam,2021-04-04,136
Guam,2021-04-05,136
Guam,2021-04-06,136
Guam,2021-04-07,136
Guam,2021-04-08,136
Guam,2021-04-09,136
Guam,2021-04-10,136
Guam,2021-04-11,136
Guam,2021-04-12,136
Guam,2021-04-13,136
Guam,2021-04-14,136
Guam,2021-04-15,136
Guam,2021-04-16,136
Guam,2021-04-17,136
Guam,2021-04-18,136
Guam,2021-04-19,136
Guam,2021-04-20,136
Guam,2021-04-21,136
Guam,2021-04-22,136
Guam,2021-04-23,136
Guam,2021-04-24,136
Guam,2021-04-25,136
Guam,2021-04-26,136
Guam,2021-04-27,136
Guam,2021-04-28,136
Guam,2021-04-29,136
Guam,2021-04-30,136
Guam,2021-05-01,136
Guam,2021-05-02,136
Guam,2021-05-03,136
Guam,2021-05-04,137
Guam,2021-05-05,138
Guam,2021-05-06,139
Guam,2021-05-07,139
Guam,2021-05-08,139
Guam,2021-05-09,139
Guam,2021-05-10,139
Guam,2021-05-11,139
Guam,2021-05-12,139
Guam,2021-05-13,139
Guam,2021-05-14,140
Guam,2021-05-15,140
Guam,2021-05-16,139
Guam,2021-05-17,139
Guam,2021-05-18,139
Guam,2021-05-19,139
Guam,2021-05-20,139
Guam,2021-05-21,139
Guam,2021-05-22,139
Guam,2021-05-23,139
Guam,2021-05-24,139
Guam,2021-05-25,139
Guam,2021-05-26,139
Guam,2021-05-27,139
Guam,2021-05-28,139
Guam,2021-05-29,139
Guam,2021-05-30,139
Guam,2021-05-31,139
Guam,2021-06-01,139
Guam,2021-06-02,139
Guam,2021-06-03,139
Guam,2021-06-04,139
Guam,2021-06-05,139
Guam,2021-06-06,139
Guam,2021-06-07,139
Guam,2021-06-08,139
Guam,2021-06-09,139
Guam,2021-06-10,139
Guam,2021-06-11,139
Guam,2021-06-12,139
Guam,2021-06-13,139
Guam,2021-06-14,139
Guam,2021-06-15,139
Guam,2021-06-16,139
Guam,2021-06-17,139
Guam,2021-06-18,139
Guam,2021-06-19,139
Guam,2021-06-20,139
Guam,2021-06-21,139
Guam,2021-06-22,139
Guam,2021-06-23,139
Guam,2021-06-24,139
Guam,2021-06-25,139
Guam,2021-06-26,139
Guam,2021-06-27,139
Guam,2021-06-28,140
Guam,2021-06-29,140
Guam,2021-06-30,140
Guam,2021-07-01,140
Guam,2021-07-02,140
Guam,2021-07-03,140
Guam,2021-07-04,140
Guam,2021-07-05,140
Guam,2021-07-06,140
Guam,2021-07-07,140
Guam,2021-07-08,140
Guam,2021-07-09,141
Guam,2021-07-10,141
Guam,2021-07-11,141
Guam,2021-07-12,141
Guam,2021-07-13,142
Guam,2021-07-14,142
Guam,2021-07-15,142
Guam,2021-07-16,142
Guam,2021-07-17,142
Guam,2021-07-18,142
Guam,2021-07-19,143
Guam,2021-07-20,143
Guam,2021-07-21,143
Guam,2021-07-22,143
Guam,2021-07-23,143
Guam,2021-07-24,143
Guam,2021-07-25,143
Guam,2021-07-26,143
Guam,2021-07-27,143
Guam,2021-07-28,143
Guam,2021-07-29,143
Guam,2021-07-30,143
Guam,2021-07-31,143
Guam,2021-08-01,143
Guam,2021-08-02,143
Guam,2021-08-03,143
Guam,2021-08-04,143
Guam,2021-08-05,143
Guam,2021-08-06,143
Guam,2021-08-07,143
Guam,2021-08-08,143
Guam,2021-08-09,143
Guam,2021-08-10,143
Guam,2021-08-11,143
Guam,2021-08-12,143
Guam,2021-08-13,143
Guam,2021-08-14,143
Guam,2021-08-15,143
Guam,2021-08-16,143
Guam,2021-08-17,144
Guam,2021-08-18,144
Guam,2021-08-19,144
Guam,2021-08-20,144
Guam,2021-08-21,144
Guam,2021-08-22,144
Guam,2021-08-23,145
Guam,2021-08-24,145
Guam,2021-08-25,145
Guam,2021-08-26,145
Guam,2021-08-27,145
Guam,2021-08-28,145
Guam,2021-08-29,145
Guam,2021-08-30,145
Guam,2021-08-31,149
Guam,2021-09-01,150
Guam,2021-09-02,150
Guam,2021-09-03,151
Guam,2021-09-04,151
Guam,2021-09-05,151
Guam,2021-09-06,151
Guam,2021-09-07,153
Guam,2021-09-08,154
Guam,2021-09-09,155
Guam,2021-09-10,159
Guam,2021-09-11,159
Guam,2021-09-12,159
Guam,2021-09-13,168
Guam,2021-09-14,170
Guam,2021-09-15,171
Guam,2021-09-16,174
Guam,2021-09-17,179
Guam,2021-09-18,179
Guam,2021-09-19,179
Guam,2021-09-20,181
Guam,2021-09-21,181
Guam,2021-09-22,182
Guam,2021-09-23,184
Guam,2021-09-24,184
Guam,2021-09-25,184
Guam,2021-09-26,184
Guam,2021-09-27,192
Guam,2021-09-28,195
Guam,2021-09-29,196
Guam,2021-09-30,197
Guam,2021-10-01,198
Guam,2021-10-02,198
Guam,2021-10-03,198
Guam,2021-10-04,206
Guam,2021-10-05,208
Guam,2021-10-06,210
Guam,2021-10-07,210
Guam,2021-10-08,212
Guam,2021-10-09,212
Guam,2021-10-10,212
Guam,2021-10-11,214
Guam,2021-10-12,217
Guam,2021-10-13,219
Guam,2021-10-14,222
Guam,2021-10-15,222
Guam,2021-10-16,222
Guam,2021-10-17,222
Guam,2021-10-18,223
Guam,2021-10-19,226
Guam,2021-10-20,226
Guam,2021-10-21,226
Guam,2021-10-22,227
Guam,2021-10-23,227
Guam,2021-10-24,227
Guam,2021-10-25,227
Guam,2021-10-26,230
Guam,2021-10-27,232
Guam,2021-10-28,235
Guam,2021-10-29,238
Guam,2021-10-30,238
Guam,2021-10-31,238
Guam,2021-11-01,242
Guam,2021-11-02,242
Guam,2021-11-03,245
Guam,2021-11-04,248
Guam,2021-11-05,248
Guam,2021-11-06,248
Guam,2021-11-07,248
Guam,2021-11-08,249
Guam,2021-11-09,255
Guam,2021-11-10,258
Guam,2021-11-11,258
Guam,2021-11-12,258
Guam,2021-11-13,258
Guam,2021-11-14,258
Guam,2021-11-15,258
Guam,2021-11-16,260
Guam,2021-11-17,260
Guam,2021-11-18,262
Guam,2021-11-19,262
Guam,2021-11-20,262
Guam,2021-11-21,262
Guam,2021-11-22,263
Guam,2021-11-23,263
Guam,2021-11-24,263
Guam,2021-11-25,263
Guam,2021-11-26,263
Guam,2021-11-27,263
Guam,2021-11-28,263
Guam,2021-11-29,263
Guam,2021-11-30,263
Guam,2021-12-01,266
Guam,2021-12-02,266
Guam,2021-12-03,266
Guam,2021-12-04,266
Guam,2021-12-05,266
Guam,2021-12-06,267
Guam,2021-12-07,267
Guam,2021-12-08,267
Guam,2021-12-09,267
Guam,2021-12-10,267
Guam,2021-12-11,267
Guam,2021-12-12,267
Guam,2021-12-13,269
Guam,2021-12-14,269
Guam,2021-12-15,269
Guam,2021-12-16,270
Guam,2021-12-17,270
Guam,2021-12-18,270
Guam,2021-12-19,270
Guam,2021-12-20,270
Guam,2021-12-21,270
Guam,2021-12-22,270
Guam,2021-12-23,270
Guam,2021-12-24,270
Guam,2021-12-25,270
Guam,2021-12-26,270
Guam,2021-12-27,270
Guam,2021-12-28,270
Guam,2021-12-29,270
Guam,2021-12-30,270
Guam,2021-12-31,270
Guam,2022-01-01,270
Guam,2022-01-02,270
Guam,2022-01-03,273
Guam,2022-01-04,273
Guam,2022-01-05,273
Guam,2022-01-06,273
Guam,2022-01-07,274
Guam,2022-01-08,274
Guam,2022-01-09,274
Guam,2022-01-10,274
Guam,2022-01-11,274
Guam,2022-01-12,274
Guam,2022-01-13,274
Guam,2022-01-14,274
Guam,2022-01-15,274
Guam,2022-01-16,274
Guam,2022-01-17,274
Guam,2022-01-18,274
Guam,2022-01-19,276
Guam,2022-01-20,276
Guam,2022-01-21,276
Guam,2022-01-22,276
Guam,2022-01-23,276
Guam,2022-01-24,280
Guam,2022-01-25,282
Guam,2022-01-26,283
Guam,2022-01-27,284
Guam,2022-01-28,285
Guam,2022-01-29,285
Guam,2022-01-30,285
Guam,2022-01-31,290
Guam,2022-02-01,294
Guam,2022-02-02,296
Guam,2022-02-03,296
Guam,2022-02-04,296
Guam,2022-02-05,296
Guam,2022-02-06,296
Guam,2022-02-07,298
Guam,2022-02-08,299
Guam,2022-02-09,303
Guam,2022-02-10,305
Guam,2022-02-11,306
Guam,2022-02-12,306
Guam,2022-02-13,306
Guam,2022-02-14,307
Guam,2022-02-15,308
Guam,2022-02-16,315
Guam,2022-02-17,315
Guam,2022-02-18,316
Guam,2022-02-19,316
Guam,2022-02-20,316
Guam,2022-02-21,317
Guam,2022-02-22,319
Guam,2022-02-23,320
Guam,2022-02-24,321
Guam,2022-02-25,322
Guam,2022-02-26,322
Guam,2022-02-27,322
Guam,2022-02-28,322
Guam,2022-03-01,330
Guam,2022-03-02,330
Guam,2022-03-03,331
Guam,2022-03-04,331
Guam,2022-03-05,331
Guam,2022-03-06,331
Guam,2022-03-07,331
Guam,2022-03-08,334
Guam,2022-03-09,335
Guam,2022-03-10,335
Guam,2022-03-11,337
Guam,2022-03-12,337
Guam,2022-03-13,337
Guam,2022-03-14,338
Guam,2022-03-15,339
Guam,2022-03-16,339
Guam,2022-03-17,341
Guam,2022-03-18,341
Guam,2022-03-19,341
Guam,2022-03-20,341
Guam,2022-03-21,341
Guam,2022-03-22,341
Guam,2022-03-23,341
Guam,2022-03-24,341
Guam,2022-03-25,340
Guam,2022-03-26,340
Guam,2022-03-27,340
Guam,2022-03-28,342
Guam,2022-03-29,343
Guam,2022-03-30,344
Guam,2022-03-31,346
Guam,2022-04-01,349
Guam,2022-04-02,349
Guam,2022-04-03,349
Guam,2022-04-04,350
Guam,2022-04-05,352
Guam,2022-04-06,352
Guam,2022-04-07,352
Guam,2022-04-08,352
Guam,2022-04-09,352
Guam,2022-04-10,352
Guam,2022-04-11,352
Guam,2022-04-12,352
Guam,2022-04-13,352
Guam,2022-04-14,354
Guam,2022-04-15,354
Guam,2022-04-16,354
Guam,2022-04-17,354
Guam,2022-04-18,354
Guam,2022-04-19,354
Guam,2022-04-20,354
Guam,2022-04-21,354
Guam,2022-04-22,354
Guam,2022-04-23,354
Guam,2022-04-24,354
Guam,2022-04-25,354
Guam,2022-04-26,354
Guam,2022-04-27,354
Guam,2022-04-28,354
Guam,2022-04-29,354
Guam,2022-04-30,354
Guam,2022-05-01,354
Guam,2022-05-02,354
Guam,2022-05-03,354
Guam,2022-05-04,354
Guam,2022-05-05,355
Guam,2022-05-06,355
Guam,2022-05-07,355
Guam,2022-05-08,355
Guam,2022-05-09,357
Guam,2022-05-10,358
Guam,2022-05-11,358
Guam,2022-05-12,358
Guam,2022-05-13,361
Guam,2022-05-14,361
Guam,2022-05-15,361
Guam,2022-05-16,361
Guam,2022-05-17,361
Guam,2022-05-18,361
Guam,2022-05-19,361
Guam,2022-05-20,361
Guam,2022-05-21,361
Guam,2022-05-22,361
Guam,2022-05-23,361
Guam,2022-05-24,361
Guam,2022-05-25,362
Guam,2022-05-26,362
Guam,2022-05-27,363
Guam,2022-05-28,363
Guam,2022-05-29,363
Guam,2022-05-30,363
Guam,2022-05-31,363
Guam,2022-06-01,363
Guam,2022-06-02,364
Guam,2022-06-03,364
Guam,2022-06-04,364
Guam,2022-06-05,364
Guam,2022-06-06,365
Guam,2022-06-07,366
Guam,2022-06-08,366
Guam,2022-06-09,367
Guam,2022-06-10,367
Guam,2022-06-11,367
Guam,2022-06-12,367
Guam,2022-06-13,369
Guam,2022-06-14,370
Guam,2022-06-15,370
Guam,2022-06-16,370
Guam,2022-06-17,370
Guam,2022-06-18,370
Guam,2022-06-19,370
Guam,2022-06-20,371
Guam,2022-06-21,371
Guam,2022-06-22,371
Guam,2022-06-23,371
Guam,2022-06-24,371
Guam,2022-06-25,371
Guam,2022-06-26,371
Guam,2022-06-27,371
Guam,2022-06-28,371
Guam,2022-06-29,371
Guam,2022-06-30,372
Guam,2022-07-01,372
Guam,2022-07-02,372
Guam,2022-07-03,372
Guam,2022-07-04,372
Guam,2022-07-05,372
Guam,2022-07-06,372
Guam,2022-07-07,372
Guam,2022-07-08,371
Guam,2022-07-09,371
Guam,2022-07-10,371
Guam,2022-07-11,373
Guam,2022-07-12,373
Guam,2022-07-13,373
Guam,2022-07-14,374
Guam,2022-07-15,376
Guam,2022-07-16,376
Guam,2022-07-17,376
Guam,2022-07-18,376
Guam,2022-07-19,376
Guam,2022-07-20,377
Guam,2022-07-21,377
Guam,2022-07-22,377
Guam,2022-07-23,377
Guam,2022-07-24,377
Guam,2022-07-25,377
Guam,2022-07-26,377
Guam,2022-07-27,380
Guam,2022-07-28,380
Guam,2022-07-29,380
Guam,2022-07-30,380
Guam,2022-07-31,380
Guam,2022-08-01,380
Guam,2022-08-02,381
Guam,2022-08-03,382
Guam,2022-08-04,382
Guam,2022-08-05,382
Guam,2022-08-06,382
Guam,2022-08-07,382
Guam,2022-08-08,383
Guam,2022-08-09,384
Guam,2022-08-10,384
Guam,2022-08-11,385
Guam,2022-08-12,385
Guam,2022-08-13,385
Guam,2022-08-14,385
Guam,2022-08-15,386
Guam,2022-08-16,387
Guam,2022-08-17,390
Guam,2022-08-18,390
Guam,2022-08-19,389
Guam,2022-08-20,389
Guam,2022-08-21,389
Guam,2022-08-22,389
Guam,2022-08-23,389
Guam,2022-08-24,389
Guam,2022-08-25,389
Guam,2022-08-26,389
Guam,2022-08-27,389
Guam,2022-08-28,389
Guam,2022-08-29,389
Guam,2022-08-30,389
Guam,2022-08-31,389
Guam,2022-09-01,390
Guam,2022-09-02,390
Guam,2022-09-03,390
Guam,2022-09-04,390
Guam,2022-09-05,390
Guam,2022-09-06,390
Guam,2022-09-07,394
Guam,2022-09-08,394
Guam,2022-09-09,394
Guam,2022-09-10,394
Guam,2022-09-11,394
Guam,2022-09-12,394
Guam,2022-09-13,394
Guam,2022-09-14,394
Guam,2022-09-15,394
Guam,2022-09-16,394
Guam,2022-09-17,394
Guam,2022-09-18,394
Guam,2022-09-19,395
Guam,2022-09-20,395
Guam,2022-09-21,400
Guam,2022-09-22,401
Guam,2022-09-23,401
Guam,2022-09-24,401
Guam,2022-09-25,401
Guam,2022-09-26,401
Guam,2022-09-27,401
Guam,2022-09-28,401
Guam,2022-09-29,401
Guam,2022-09-30,401
Guam,2022-10-01,401
Guam,2022-10-02,401
Guam,2022-10-03,401
Guam,2022-10-04,401
Guam,2022-10-05,401
Guam,2022-10-06,401
Guam,2022-10-07,401
Guam,2022-10-08,401
Guam,2022-10-09,401
Guam,2022-10-10,401
Guam,2022-10-11,401
Guam,2022-10-12,401
Guam,2022-10-13,401
Guam,2022-10-14,401
Guam,2022-10-15,401
Guam,2022-10-16,401
Guam,2022-10-17,401
Guam,2022-10-18,401
Guam,2022-10-19,401
Guam,2022-10-20,401
Guam,2022-10-21,401
Guam,2022-10-22,401
Guam,2022-10-23,401
Guam,2022-10-24,401
Guam,2022-10-25,401
Guam,2022-10-26,401
Guam,2022-10-27,401
Guam,2022-10-28,401
Guam,2022-10-29,401
Guam,2022-10-30,401
Guam,2022-10-31,403
Guam,2022-11-01,403
Guam,2022-11-02,403
Guam,2022-11-03,403
Guam,2022-11-04,404
Guam,2022-11-05,404
Guam,2022-11-06,404
Guam,2022-11-07,404
Guam,2022-11-08,404
Guam,2022-11-09,404
Guam,2022-11-10,406
Guam,2022-11-11,406
Guam,2022-11-12,406
Guam,2022-11-13,406
Guam,2022-11-14,406
Guam,2022-11-15,406
Guam,2022-11-16,406
Guam,2022-11-17,406
Guam,2022-11-18,407
Guam,2022-11-19,407
Guam,2022-11-20,407
Guam,2022-11-21,407
Guam,2022-11-22,407
Guam,2022-11-23,407
Guam,2022-11-24,407
Guam,2022-11-25,407
Guam,2022-11-26,407
Guam,2022-11-27,407
Guam,2022-11-28,409
Guam,2022-11-29,409
Guam,2022-11-30,409
Guam,2022-12-01,409
Guam,2022-12-02,409
Guam,2022-12-03,409
Guam,2022-12-04,409
Guam,2022-12-05,409
Guam,2022-12-06,409
Guam,2022-12-07,409
Guam,2022-12-08,409
Guam,2022-12-09,409
Guam,2022-12-10,409
Guam,2022-12-11,409
Guam,2022-12-12,410
Guam,2022-12-13,410
Guam,2022-12-14,410
Guam,2022-12-15,410
Guam,2022-12-16,411
Guam,2022-12-17,411
Guam,2022-12-18,411
Guam,2022-12-19,411
Guam,2022-12-20,411
Guam,2022-12-21,411
Guam,2022-12-22,411
Guam,2022-12-23,411
Guam,2022-12-24,411
Guam,2022-12-25,411
Guam,2022-12-26,411
Guam,2022-12-27,411
Guam,2022-12-28,411
Guam,2022-12-29,411
Guam,2022-12-30,411
Guam,2022-12-31,411
Guam,2023-01-01,411
Guam,2023-01-02,411
Guam,2023-01-03,411
Guam,2023-01-04,411
Guam,2023-01-05,411
Guam,2023-01-06,413
Guam,2023-01-07,413
Guam,2023-01-08,413
Guam,2023-01-09,414
Guam,2023-01-10,414
Guam,2023-01-11,414
Guam,2023-01-12,414
Guam,2023-01-13,415
Guam,2023-01-14,415
Guam,2023-01-15,415
Guam,2023-01-16,415
Guam,2023-01-17,415
Guam,2023-01-18,415
Guam,2023-01-19,415
Guam,2023-01-20,415
Guam,2023-01-21,415
Guam,2023-01-22,415
Guam,2023-01-23,415
Guam,2023-01-24,415
Guam,2023-01-25,415
Guam,2023-01-26,415
Guam,2023-01-27,415
Guam,2023-01-28,415
Guam,2023-01-29,415
Guam,2023-01-30,416
Guam,2023-01-31,416
Guam,2023-02-01,416
Guam,2023-02-02,416
