Province_State,date,total_cases
California,2020-12-23,2075986
California,2020-12-24,2120381
California,2020-12-25,2147293
California,2020-12-26,2198925
California,2020-12-27,2231986
California,2020-12-28,2269314
California,2020-12-29,2306370
California,2020-12-30,2327256
California,2020-12-31,2384723
California,2021-01-01,2434974
California,2021-01-02,2481297
California,2021-01-03,2512668
California,2021-01-04,2549563
California,2021-01-05,2584826
California,2021-01-06,2623944
California,2021-01-07,2675592
California,2021-01-08,2728276
California,2021-01-09,2776975
California,2021-01-10,2815867
California,2021-01-11,2853985
California,2021-01-12,2892918
California,2021-01-13,2930185
California,2021-01-14,2973019
California,2021-01-15,3014496
California,2021-01-16,3055886
California,2021-01-17,3085760
California,2021-01-18,3111576
California,2021-01-19,3136350
California,2021-01-20,3157509
California,2021-01-21,3180759
California,2021-01-22,3203927
California,2021-01-23,3228226
California,2021-01-24,3254114
California,2021-01-25,3271191
California,2021-01-26,3289772
California,2021-01-27,3307444
California,2021-01-28,3327903
California,2021-01-29,3347681
California,2021-01-30,3367408
California,2021-01-31,3383758
California,2021-02-01,3396856
California,2021-02-02,3409001
California,2021-02-03,3422935
California,2021-02-04,3437545
California,2021-02-05,3451272
California,2021-02-06,3466348
California,2021-02-07,3477879
California,2021-02-08,3487269
California,2021-02-09,3497033
California,2021-02-10,3506169
California,2021-02-11,3517140
California,2021-02-12,3526882
California,2021-02-13,3537187
California,2021-02-14,3543968
California,2021-02-15,3549753
California,2021-02-16,3554871
California,2021-02-17,3561327
California,2021-02-18,3568734
California,2021-02-19,3576426
California,2021-02-20,3583985
California,2021-02-21,3589116
California,2021-02-22,3593197
California,2021-02-23,3599267
California,2021-02-24,3605302
California,2021-02-25,3611326
California,2021-02-26,3617392
California,2021-02-27,3622725
California,2021-02-28,3626629
California,2021-03-01,3629660
California,2021-03-02,3633921
California,2021-03-03,3638297
California,2021-03-04,3643748
California,2021-03-05,3649275
California,2021-03-06,3654074
California,2021-03-07,3657770
California,2021-03-08,3660780
California,2021-03-09,3664212
California,2021-03-10,3667909
California,2021-03-11,3671787
California,2021-03-12,3676385
California,2021-03-13,3678466
California,2021-03-14,3681073
California,2021-03-15,3682738
California,2021-03-16,3685330
California,2021-03-17,3688688
California,2021-03-18,3692267
California,2021-03-19,3695629
California,2021-03-20,3699053
California,2021-03-21,3701189
California,2021-03-22,3703302
California,2021-03-23,3705505
California,2021-03-24,3708305
California,2021-03-25,3711174
California,2021-03-26,3714701
California,2021-03-27,3717806
California,2021-03-28,3720238
California,2021-03-29,3722513
California,2021-03-30,3724672
California,2021-03-31,3727253
California,2021-04-01,3729907
California,2021-04-02,3734798
California,2021-04-03,3736599
California,2021-04-04,3738230
California,2021-04-05,3741525
California,2021-04-06,3743960
California,2021-04-07,3746401
California,2021-04-08,3749186
California,2021-04-09,3754339
California,2021-04-10,3759644
California,2021-04-11,3762711
California,2021-04-12,3764512
California,2021-04-13,3767188
California,2021-04-14,3769521
California,2021-04-15,3772212
California,2021-04-16,3775299
California,2021-04-17,3778112
California,2021-04-18,3780219
California,2021-04-19,3781967
California,2021-04-20,3784338
California,2021-04-21,3786940
California,2021-04-22,3789003
California,2021-04-23,3790067
California,2021-04-24,3792410
California,2021-04-25,3794549
California,2021-04-26,3796285
California,2021-04-27,3798103
California,2021-04-28,3799797
California,2021-04-29,3801766
California,2021-04-30,3804036
California,2021-05-01,3806438
California,2021-05-02,3808072
California,2021-05-03,3809549
California,2021-05-04,3811175
California,2021-05-05,3812749
California,2021-05-06,3815538
California,2021-05-07,3817678
California,2021-05-08,3819558
California,2021-05-09,3821029
California,2021-05-10,3822239
California,2021-05-11,3823674
California,2021-05-12,3825277
California,2021-05-13,3827283
California,2021-05-14,3829304
California,2021-05-15,3830829
California,2021-05-16,3831911
California,2021-05-17,3832699
California,2021-05-18,3833766
California,2021-05-19,3835190
California,2021-05-20,3836990
California,2021-05-21,3838354
California,2021-05-22,3839725
California,2021-05-23,3840867
California,2021-05-24,3841583
California,2021-05-25,3842918
California,2021-05-26,3844449
California,2021-05-27,3849645
California,2021-05-28,3851029
California,2021-05-29,3852309
California,2021-05-30,3853019
California,2021-05-31,3853498
California,2021-06-01,3854082
California,2021-06-02,3854995
California,2021-06-03,3856181
California,2021-06-04,3857426
California,2021-06-05,3858628
California,2021-06-06,3859569
California,2021-06-07,3860426
California,2021-06-08,3861457
California,2021-06-09,3862414
California,2021-06-10,3863647
California,2021-06-11,3864743
California,2021-06-12,3865722
California,2021-06-13,3866363
California,2021-06-14,3867305
California,2021-06-15,3868110
California,2021-06-16,3868995
California,2021-06-17,3870305
California,2021-06-18,3871311
California,2021-06-19,3872473
California,2021-06-20,3873580
California,2021-06-21,3874412
California,2021-06-22,3875239
California,2021-06-23,3876758
California,2021-06-24,3878803
California,2021-06-25,3880607
California,2021-06-26,3882835
California,2021-06-27,3884051
California,2021-06-28,3885181
California,2021-06-29,3881241
California,2021-06-30,3882991
California,2021-07-01,3884787
California,2021-07-02,3885571
California,2021-07-03,3886251
California,2021-07-04,3886807
California,2021-07-05,3890728
California,2021-07-06,3892650
California,2021-07-07,3894472
California,2021-07-08,3896976
California,2021-07-09,3898300
California,2021-07-10,3899585
California,2021-07-11,3905912
California,2021-07-12,3909426
California,2021-07-13,3914217
California,2021-07-14,3917994
California,2021-07-15,3921216
California,2021-07-16,3924909
California,2021-07-17,3926907
California,2021-07-18,3936858
California,2021-07-19,3942496
California,2021-07-20,3950000
California,2021-07-21,3956207
California,2021-07-22,3964493
California,2021-07-23,3965555
California,2021-07-24,3971305
California,2021-07-25,3986425
California,2021-07-26,3995711
California,2021-07-27,4003740
California,2021-07-28,4011829
California,2021-07-29,4022585
California,2021-07-30,4027259
California,2021-07-31,4030797
California,2021-08-01,4055076
California,2021-08-02,4064889
California,2021-08-03,4075002
California,2021-08-04,4085255
California,2021-08-05,4100408
California,2021-08-06,4114388
California,2021-08-07,4127135
California,2021-08-08,4136743
California,2021-08-09,4149824
California,2021-08-10,4161113
California,2021-08-11,4172305
California,2021-08-12,4186677
California,2021-08-13,4202403
California,2021-08-14,4215569
California,2021-08-15,4226281
California,2021-08-16,4239644
California,2021-08-17,4255007
California,2021-08-18,4268836
California,2021-08-19,4284241
California,2021-08-20,4309627
California,2021-08-21,4323642
California,2021-08-22,4333425
California,2021-08-23,4347481
California,2021-08-24,4360704
California,2021-08-25,4373928
California,2021-08-26,4388510
California,2021-08-27,4404807
California,2021-08-28,4419212
California,2021-08-29,4430561
California,2021-08-30,4443432
California,2021-08-31,4467709
California,2021-09-01,4479583
California,2021-09-02,4492188
California,2021-09-03,4504720
California,2021-09-04,4516095
California,2021-09-05,4524560
California,2021-09-06,4531818
California,2021-09-07,4543100
California,2021-09-08,4551861
California,2021-09-09,4559756
California,2021-09-10,4575727
California,2021-09-11,4584210
California,2021-09-12,4590468
California,2021-09-13,4605956
California,2021-09-14,4615039
California,2021-09-15,4623646
California,2021-09-16,4633955
California,2021-09-17,4643962
California,2021-09-18,4652503
California,2021-09-19,4658384
California,2021-09-20,4666921
California,2021-09-21,4674626
California,2021-09-22,4682104
California,2021-09-23,4689652
California,2021-09-24,4692311
California,2021-09-25,4694107
California,2021-09-26,4711742
California,2021-09-27,4719366
California,2021-09-28,4726604
California,2021-09-29,4733332
California,2021-09-30,4741827
California,2021-10-01,4744548
California,2021-10-02,4746139
California,2021-10-03,4760960
California,2021-10-04,4766479
California,2021-10-05,4772354
California,2021-10-06,4777850
California,2021-10-07,4784942
California,2021-10-08,4787204
California,2021-10-09,4788591
California,2021-10-10,4801958
California,2021-10-11,4806881
California,2021-10-12,4812405
California,2021-10-13,4816879
California,2021-10-14,4822382
California,2021-10-15,4825733
California,2021-10-16,4825956
California,2021-10-17,4839567
California,2021-10-18,4845183
California,2021-10-19,4850014
California,2021-10-20,4855900
California,2021-10-21,4862713
California,2021-10-22,4864784
California,2021-10-23,4866181
California,2021-10-24,4867326
California,2021-10-25,4887288
California,2021-10-26,4892408
California,2021-10-27,4897982
California,2021-10-28,4905583
California,2021-10-29,4908137
California,2021-10-30,4909750
California,2021-10-31,4922893
California,2021-11-01,4930330
California,2021-11-02,4934980
California,2021-11-03,4940472
California,2021-11-04,4948757
California,2021-11-05,4951936
California,2021-11-06,4953718
California,2021-11-07,4966157
California,2021-11-08,4973355
California,2021-11-09,4978132
California,2021-11-10,4983199
California,2021-11-11,4985495
California,2021-11-12,4995281
California,2021-11-13,4998171
California,2021-11-14,5004590
California,2021-11-15,5009108
California,2021-11-16,5014480
California,2021-11-17,5019735
California,2021-11-18,5025454
California,2021-11-19,5028354
California,2021-11-20,5030326
California,2021-11-21,5040551
California,2021-11-22,5045244
California,2021-11-23,5049830
California,2021-11-24,5051943
California,2021-11-25,5052041
California,2021-11-26,5054266
California,2021-11-27,5055054
California,2021-11-28,5069878
California,2021-11-29,5075481
California,2021-11-30,5081190
California,2021-12-01,5086503
California,2021-12-02,5094834
California,2021-12-03,5098311
California,2021-12-04,5100804
California,2021-12-05,5115851
California,2021-12-06,5123019
California,2021-12-07,5127819
California,2021-12-08,5136008
California,2021-12-09,5142728
California,2021-12-10,5146122
California,2021-12-11,5148090
California,2021-12-12,5160820
California,2021-12-13,5167097
California,2021-12-14,5173473
California,2021-12-15,5179513
California,2021-12-16,5187589
California,2021-12-17,5192534
California,2021-12-18,5196492
California,2021-12-19,5213302
California,2021-12-20,5223866
California,2021-12-21,5235756
California,2021-12-22,5251605
California,2021-12-23,5272503
California,2021-12-24,5285563
California,2021-12-25,5286215
California,2021-12-26,5308246
California,2021-12-27,5357159
California,2021-12-28,5387002
California,2021-12-29,5426974
California,2021-12-30,5481898
California,2021-12-31,5517998
California,2022-01-01,5519702
California,2022-01-02,5567236
California,2022-01-03,5707212
California,2022-01-04,5790075
California,2022-01-05,5848711
California,2022-01-06,5963266
California,2022-01-07,6024708
California,2022-01-08,6061714
California,2022-01-09,6259048
California,2022-01-10,6390686
California,2022-01-11,6542526
California,2022-01-12,6655720
California,2022-01-13,6804126
California,2022-01-14,6870330
California,2022-01-15,6914194
California,2022-01-16,7121304
California,2022-01-17,7222959
California,2022-01-18,7302657
California,2022-01-19,7430650
California,2022-01-20,7565031
California,2022-01-21,7643172
California,2022-01-22,7683980
California,2022-01-23,7863053
California,2022-01-24,7971154
California,2022-01-25,8064057
California,2022-01-26,8128539
California,2022-01-27,8216891
California,2022-01-28,8257065
California,2022-01-29,8279645
California,2022-01-30,8393061
California,2022-01-31,8440728
California,2022-02-01,8481528
California,2022-02-02,8513146
California,2022-02-03,8564343
California,2022-02-04,8586696
California,2022-02-05,8597205
California,2022-02-06,8631124
California,2022-02-07,8677323
California,2022-02-08,8749154
California,2022-02-09,8763025
California,2022-02-10,8785398
California,2022-02-11,8796222
California,2022-02-12,8801252
California,2022-02-13,8830604
California,2022-02-14,8844172
California,2022-02-15,8855149
California,2022-02-16,8871583
California,2022-02-17,8886498
California,2022-02-18,8894013
California,2022-02-19,8897391
California,2022-02-20,8900179
California,2022-02-21,8923481
California,2022-02-22,8933113
California,2022-02-23,8943068
California,2022-02-24,8956876
California,2022-02-25,8961205
California,2022-02-26,8963499
California,2022-02-27,8974245
California,2022-02-28,8982134
California,2022-03-01,8986444
California,2022-03-02,8993487
California,2022-03-03,9000996
California,2022-03-04,9004582
California,2022-03-05,9006020
California,2022-03-06,9012485
California,2022-03-07,9019175
California,2022-03-08,9022599
California,2022-03-09,9027190
California,2022-03-10,9032549
California,2022-03-11,9035262
California,2022-03-12,9036885
California,2022-03-13,9042036
California,2022-03-14,9046862
California,2022-03-15,9048693
California,2022-03-16,9052399
California,2022-03-17,9058542
California,2022-03-18,9062746
California,2022-03-19,9066002
California,2022-03-20,9070661
California,2022-03-21,9076160
California,2022-03-22,9079164
California,2022-03-23,9083107
California,2022-03-24,9086657
California,2022-03-25,9088617
California,2022-03-26,9089652
California,2022-03-27,9093036
California,2022-03-28,9095847
California,2022-03-29,9097693
California,2022-03-30,9101478
California,2022-03-31,9106011
California,2022-04-01,9108159
California,2022-04-02,9108241
California,2022-04-03,9108309
California,2022-04-04,9115323
California,2022-04-05,9117881
California,2022-04-06,9119215
California,2022-04-07,9126998
California,2022-04-08,9132105
California,2022-04-09,9132204
California,2022-04-10,9132315
California,2022-04-11,9135251
California,2022-04-12,9144251
California,2022-04-13,9145415
California,2022-04-14,9152705
California,2022-04-15,9155354
California,2022-04-16,9155494
California,2022-04-17,9155623
California,2022-04-18,9166743
California,2022-04-19,9169921
California,2022-04-20,9171401
California,2022-04-21,9183884
California,2022-04-22,9188997
California,2022-04-23,9189235
California,2022-04-24,9189477
California,2022-04-25,9206657
California,2022-04-26,9211559
California,2022-04-27,9213634
California,2022-04-28,9227563
California,2022-04-29,9233240
California,2022-04-30,9233538
California,2022-05-01,9233850
California,2022-05-02,9254583
California,2022-05-03,9260862
California,2022-05-04,9263961
California,2022-05-05,9277461
California,2022-05-06,9288522
California,2022-05-07,9288879
California,2022-05-08,9289235
California,2022-05-09,9315304
California,2022-05-10,9323512
California,2022-05-11,9327352
California,2022-05-12,9341059
California,2022-05-13,9350211
California,2022-05-14,9350682
California,2022-05-15,9351213
California,2022-05-16,9391616
California,2022-05-17,9403058
California,2022-05-18,9408489
California,2022-05-19,9437208
California,2022-05-20,9449052
California,2022-05-21,9449587
California,2022-05-22,9450176
California,2022-05-23,9495381
California,2022-05-24,9509640
California,2022-05-25,9515023
California,2022-05-26,9545893
California,2022-05-27,9560939
California,2022-05-28,9561542
California,2022-05-29,9562047
California,2022-05-30,9606880
California,2022-05-31,9620714
California,2022-06-01,9626457
California,2022-06-02,9650588
California,2022-06-03,9664687
California,2022-06-04,9665298
California,2022-06-05,9665915
California,2022-06-06,9720454
California,2022-06-07,9737519
California,2022-06-08,9744774
California,2022-06-09,9776859
California,2022-06-10,9794050
California,2022-06-11,9794617
California,2022-06-12,9795203
California,2022-06-13,9843252
California,2022-06-14,9858704
California,2022-06-15,9865293
California,2022-06-16,9883825
California,2022-06-17,9898140
California,2022-06-18,9898667
California,2022-06-19,9899173
California,2022-06-20,9953617
California,2022-06-21,9964334
California,2022-06-22,9970834
California,2022-06-23,10003932
California,2022-06-24,10025042
California,2022-06-25,10025689
California,2022-06-26,10026283
California,2022-06-27,10075562
California,2022-06-28,10093369
California,2022-06-29,10100905
California,2022-06-30,10137736
California,2022-07-01,10156519
California,2022-07-02,10157268
California,2022-07-03,10157909
California,2022-07-04,10209404
California,2022-07-05,10227460
California,2022-07-06,10233680
California,2022-07-07,10261967
California,2022-07-08,10273933
California,2022-07-09,10274686
California,2022-07-10,10275460
California,2022-07-11,10343254
California,2022-07-12,10364936
California,2022-07-13,10372854
California,2022-07-14,10412980
California,2022-07-15,10427630
California,2022-07-16,10437751
California,2022-07-17,10438498
California,2022-07-18,10494170
California,2022-07-19,10513167
California,2022-07-20,10521080
California,2022-07-21,10557285
California,2022-07-22,10579289
California,2022-07-23,10579991
California,2022-07-24,10580605
California,2022-07-25,10629401
California,2022-07-26,10647769
California,2022-07-27,10656352
California,2022-07-28,10689343
California,2022-07-29,10708670
California,2022-07-30,10709276
California,2022-07-31,10709862
California,2022-08-01,10754544
California,2022-08-02,10771506
California,2022-08-03,10779117
California,2022-08-04,10805873
California,2022-08-05,10820747
California,2022-08-06,10821272
California,2022-08-07,10821742
California,2022-08-08,10857901
California,2022-08-09,10862157
California,2022-08-10,10875286
California,2022-08-11,10897398
California,2022-08-12,10910888
California,2022-08-13,10911296
California,2022-08-14,10911732
California,2022-08-15,10943525
California,2022-08-16,10955047
California,2022-08-17,10960577
California,2022-08-18,10980059
California,2022-08-19,10988297
California,2022-08-20,10988717
California,2022-08-21,10989124
California,2022-08-22,11021065
California,2022-08-23,11031327
California,2022-08-24,11035988
California,2022-08-25,11053518
California,2022-08-26,11064387
California,2022-08-27,11064750
California,2022-08-28,11065108
California,2022-08-29,11088709
California,2022-08-30,11097084
California,2022-08-31,11100962
California,2022-09-01,11116696
California,2022-09-02,11126050
California,2022-09-03,11126317
California,2022-09-04,11126549
California,2022-09-05,11144297
California,2022-09-06,11150546
California,2022-09-07,11152819
California,2022-09-08,11163939
California,2022-09-09,11168422
California,2022-09-10,11170505
California,2022-09-11,11170680
California,2022-09-12,11175676
California,2022-09-13,11191286
California,2022-09-14,11193361
California,2022-09-15,11200679
California,2022-09-16,11203557
California,2022-09-17,11203716
California,2022-09-18,11203897
California,2022-09-19,11207745
California,2022-09-20,11224277
California,2022-09-21,11225960
California,2022-09-22,11234344
California,2022-09-23,11237112
California,2022-09-24,11237277
California,2022-09-25,11237433
California,2022-09-26,11240958
California,2022-09-27,11257602
California,2022-09-28,11259190
California,2022-09-29,11266865
California,2022-09-30,11269808
California,2022-10-01,11269950
California,2022-10-02,11270097
California,2022-10-03,11272851
California,2022-10-04,11287631
California,2022-10-05,11288862
California,2022-10-06,11292418
California,2022-10-07,11299488
California,2022-10-08,11299614
California,2022-10-09,11299741
California,2022-10-10,11299971
California,2022-10-11,11314306
California,2022-10-12,11315345
California,2022-10-13,11321537
California,2022-10-14,11323324
California,2022-10-15,11323445
California,2022-10-16,11323583
California,2022-10-17,11325417
California,2022-10-18,11336287
California,2022-10-19,11338826
California,2022-10-20,11343725
California,2022-10-21,11345386
California,2022-10-22,11345507
California,2022-10-23,11345649
California,2022-10-24,11350134
California,2022-10-25,11361513
California,2022-10-26,11363028
California,2022-10-27,11368145
California,2022-10-28,11370022
California,2022-10-29,11370157
California,2022-10-30,11370340
California,2022-10-31,11373188
California,2022-11-01,11385138
California,2022-11-02,11386834
California,2022-11-03,11392160
California,2022-11-04,11394477
California,2022-11-05,11394699
California,2022-11-06,11394914
California,2022-11-07,11398393
California,2022-11-08,11412477
California,2022-11-09,11415573
California,2022-11-10,11420040
California,2022-11-11,11420966
California,2022-11-12,11421198
California,2022-11-13,11421472
California,2022-11-14,11428164
California,2022-11-15,11448069
California,2022-11-16,11451691
California,2022-11-17,11459145
California,2022-11-18,11462222
California,2022-11-19,11462569
California,2022-11-20,11462890
California,2022-11-21,11468430
California,2022-11-22,11490266
California,2022-11-23,11494109
California,2022-11-24,11499621
California,2022-11-25,11505831
California,2022-11-26,11506370
California,2022-11-27,11506913
California,2022-11-28,11513527
California,2022-11-29,11536013
California,2022-11-30,11541655
California,2022-12-01,11551452
California,2022-12-02,11561618
California,2022-12-03,11562078
California,2022-12-04,11562556
California,2022-12-05,11573666
California,2022-12-06,11615979
California,2022-12-07,11621923
California,2022-12-08,11639163
California,2022-12-09,11644729
California,2022-12-10,11645156
California,2022-12-11,11645531
California,2022-12-12,11654265
California,2022-12-13,11692081
California,2022-12-14,11696982
California,2022-12-15,11711281
California,2022-12-16,11716143
California,2022-12-17,11716534
California,2022-12-18,11716948
California,2022-12-19,11724596
California,2022-12-20,11750909
California,2022-12-21,11755565
California,2022-12-22,11769574
California,2022-12-23,11780897
California,2022-12-24,11781265
California,2022-12-25,11781489
California,2022-12-26,11782006
California,2022-12-27,11813167
California,2022-12-28,11816016
California,2022-12-29,11829163
California,2022-12-30,11834799
California,2022-12-31,11835094
California,2023-01-01,11835336
California,2023-01-02,11835778
California,2023-01-03,11866824
California,2023-01-04,11869511
California,2023-01-05,11880625
California,2023-01-06,11887061
California,2023-01-07,11887284
California,2023-01-08,11887490
California,2023-01-09,11893010
California,2023-01-10,11915932
California,2023-01-11,11918811
California,2023-01-12,11920072
California,2023-01-13,11934565
California,2023-01-14,11934681
California,2023-01-15,11934802
California,2023-01-16,11934976
California,2023-01-17,11946858
California,2023-01-18,11951728
California,2023-01-19,11958712
California,2023-01-20,11960482
California,2023-01-21,11960609
California,2023-01-22,11960726
California,2023-01-23,11961071
California,2023-01-24,11975958
California,2023-01-25,11977492
California,2023-01-26,11983280
California,2023-01-27,11985829
California,2023-01-28,11985973
California,2023-01-29,11986133
California,2023-01-30,11986537
California,2023-01-31,12001858
California,2023-02-01,12003780
California,2023-02-02,12009956
California,2023-02-03,12012435
California,2023-02-04,12012579
California,2023-02-05,12012750
California,2023-02-06,12015243
California,2023-02-07,12022003
California,2023-02-08,12022297
California,2023-02-09,12033690
California,2023-02-10,12035976
California,2023-02-11,12036125
California,2023-02-12,12036268
California,2023-02-13,12036521
California,2023-02-14,12049529
California,2023-02-15,12049792
California,2023-02-16,12060681
California,2023-02-17,12062858
California,2023-02-18,12062974
California,2023-02-19,12063066
California,2023-02-20,12063166
California,2023-02-21,12074388
California,2023-02-22,12074416
California,2023-02-23,12084289
California,2023-02-24,12086033
California,2023-02-25,12086041
California,2023-02-26,12086049
California,2023-02-27,12086073
California,2023-02-28,12097613
California,2023-03-01,12097613
California,2023-03-02,12107856
California,2023-03-03,12110179
California,2023-03-04,12110179
California,2023-03-05,12110179
California,2023-03-06,12110179
California,2023-03-07,12120965
California,2023-03-08,12120965
California,2023-03-09,12129699
Colorado,2020-01-22,0
Colorado,2020-01-23,0
Colorado,2020-01-24,0
Colorado,2020-01-25,0
Colorado,2020-01-26,0
Colorado,2020-01-27,0
Colorado,2020-01-28,0
Colorado,2020-01-29,0
Colorado,2020-01-30,0
Colorado,2020-01-31,0
Colorado,2020-02-01,0
Colorado,2020-02-02,0
Colorado,2020-02-03,0
Colorado,2020-02-04,0
Colorado,2020-02-05,0
Colorado,2020-02-06,0
Colorado,2020-02-07,0
Colorado,2020-02-08,0
Colorado,2020-02-09,0
Colorado,2020-02-10,0
Colorado,2020-02-11,0
Colorado,2020-02-12,0
Colorado,2020-02-13,0
Colorado,2020-02-14,0
Colorado,2020-02-15,0
Colorado,2020-02-16,0
Colorado,2020-02-17,0
Colorado,2020-02-18,0
Colorado,2020-02-19,0
Colorado,2020-02-20,0
Colorado,2020-02-21,0
Colorado,2020-02-22,0
Colorado,2020-02-23,0
Colorado,2020-02-24,0
Colorado,2020-02-25,0
Colorado,2020-02-26,0
Colorado,2020-02-27,0
Colorado,2020-02-28,0
Colorado,2020-02-29,0
Colorado,2020-03-01,0
Colorado,2020-03-02,0
Colorado,2020-03-03,0
Colorado,2020-03-04,0
Colorado,2020-03-05,2
Colorado,2020-03-06,8
Colorado,2020-03-07,8
Colorado,2020-03-08,8
Colorado,2020-03-09,12
Colorado,2020-03-10,17
Colorado,2020-03-11,34
Colorado,2020-03-12,49
Colorado,2020-03-13,78
Colorado,2020-03-14,103
Colorado,2020-03-15,136
Colorado,2020-03-16,161
Colorado,2020-03-17,183
Colorado,2020-03-18,216
Colorado,2020-03-19,278
Colorado,2020-03-20,364
Colorado,2020-03-21,475
Colorado,2020-03-22,595
Colorado,2020-03-23,723
Colorado,2020-03-24,912
Colorado,2020-03-25,1087
Colorado,2020-03-26,1430
Colorado,2020-03-27,1738
Colorado,2020-03-28,2061
Colorado,2020-03-29,2308
Colorado,2020-03-30,2627
Colorado,2020-03-31,2966
Colorado,2020-04-01,7621
Colorado,2020-04-02,7982
Colorado,2020-04-03,8422
Colorado,2020-04-04,8742
Colorado,2020-04-05,9037
Colorado,2020-04-06,9479
Colorado,2020-04-07,9839
Colorado,2020-04-08,10246
Colorado,2020-04-09,10660
Colorado,2020-04-10,11111
Colorado,2020-04-11,11477
Colorado,2020-04-12,11821
Colorado,2020-04-13,12306
Colorado,2020-04-14,12734
Colorado,2020-04-15,13218
Colorado,2020-04-16,13583
Colorado,2020-04-17,14029
Colorado,2020-04-18,14381
Colorado,2020-04-19,14677
Colorado,2020-04-20,15246
Colorado,2020-04-21,15855
Colorado,2020-04-22,16338
Colorado,2020-04-23,16810
Colorado,2020-04-24,17320
Colorado,2020-04-25,17709
Colorado,2020-04-26,18076
Colorado,2020-04-27,18602
Colorado,2020-04-28,18993
Colorado,2020-04-29,19383
Colorado,2020-04-30,19767
Colorado,2020-05-01,20230
Colorado,2020-05-02,20507
Colorado,2020-05-03,20763
Colorado,2020-05-04,21263
Colorado,2020-05-05,21744
Colorado,2020-05-06,22117
Colorado,2020-05-07,22541
Colorado,2020-05-08,22952
Colorado,2020-05-09,23191
Colorado,2020-05-10,23465
Colorado,2020-05-11,23822
Colorado,2020-05-12,24204
Colorado,2020-05-13,24575
Colorado,2020-05-14,24927
Colorado,2020-05-15,25297
Colorado,2020-05-16,25533
Colorado,2020-05-17,25737
Colorado,2020-05-18,26084
Colorado,2020-05-19,26410
Colorado,2020-05-20,26735
Colorado,2020-05-21,27070
Colorado,2020-05-22,27369
Colorado,2020-05-23,27542
Colorado,2020-05-24,27690
Colorado,2020-05-25,27865
Colorado,2020-05-26,28128
Colorado,2020-05-27,28369
Colorado,2020-05-28,28585
Colorado,2020-05-29,28771
Colorado,2020-05-30,28891
Colorado,2020-05-31,29015
Colorado,2020-06-01,29228
Colorado,2020-06-02,29409
Colorado,2020-06-03,29611
Colorado,2020-06-04,29784
Colorado,2020-06-05,29937
Colorado,2020-06-06,30055
Colorado,2020-06-07,30190
Colorado,2020-06-08,30388
Colorado,2020-06-09,30568
Colorado,2020-06-10,30778
Colorado,2020-06-11,30958
Colorado,2020-06-12,31129
Colorado,2020-06-13,31295
Colorado,2020-06-14,31458
Colorado,2020-06-15,31733
Colorado,2020-06-16,31966
Colorado,2020-06-17,32227
Colorado,2020-06-18,32471
Colorado,2020-06-19,32689
Colorado,2020-06-20,32887
Colorado,2020-06-21,33100
Colorado,2020-06-22,33458
Colorado,2020-06-23,33803
Colorado,2020-06-24,34123
Colorado,2020-06-25,34502
Colorado,2020-06-26,34843
Colorado,2020-06-27,35133
Colorado,2020-06-28,35406
Colorado,2020-06-29,35863
Colorado,2020-06-30,36281
Colorado,2020-07-01,36806
Colorado,2020-07-02,37261
Colorado,2020-07-03,37661
Colorado,2020-07-04,37985
Colorado,2020-07-05,38402
Colorado,2020-07-06,39067
Colorado,2020-07-07,39666
Colorado,2020-07-08,40299
Colorado,2020-07-09,40858
Colorado,2020-07-10,41406
Colorado,2020-07-11,41787
Colorado,2020-07-12,42192
Colorado,2020-07-13,42778
Colorado,2020-07-14,43301
Colorado,2020-07-15,44034
Colorado,2020-07-16,44551
Colorado,2020-07-17,45137
Colorado,2020-07-18,45566
Colorado,2020-07-19,45976
Colorado,2020-07-20,46619
Colorado,2020-07-21,47202
Colorado,2020-07-22,47743
Colorado,2020-07-23,48250
Colorado,2020-07-24,48713
Colorado,2020-07-25,49067
Colorado,2020-07-26,49397
Colorado,2020-07-27,49905
Colorado,2020-07-28,50377
Colorado,2020-07-29,50788
Colorado,2020-07-30,51142
Colorado,2020-07-31,51540
Colorado,2020-08-01,51819
Colorado,2020-08-02,52051
Colorado,2020-08-03,52520
Colorado,2020-08-04,52922
Colorado,2020-08-05,53304
Colorado,2020-08-06,53626
Colorado,2020-08-07,53936
Colorado,2020-08-08,54204
Colorado,2020-08-09,54434
Colorado,2020-08-10,54841
Colorado,2020-08-11,55164
Colorado,2020-08-12,55462
Colorado,2020-08-13,55723
Colorado,2020-08-14,56001
Colorado,2020-08-15,56224
Colorado,2020-08-16,56473
Colorado,2020-08-17,56818
Colorado,2020-08-18,57167
Colorado,2020-08-19,57462
Colorado,2020-08-20,57790
Colorado,2020-08-21,58107
Colorado,2020-08-22,58355
Colorado,2020-08-23,58598
Colorado,2020-08-24,58965
Colorado,2020-08-25,59305
Colorado,2020-08-26,59609
Colorado,2020-08-27,59871
Colorado,2020-08-28,60145
Colorado,2020-08-29,60357
Colorado,2020-08-30,60568
Colorado,2020-08-31,60938
Colorado,2020-09-01,61276
Colorado,2020-09-02,61666
Colorado,2020-09-03,61989
Colorado,2020-09-04,62308
Colorado,2020-09-05,62595
Colorado,2020-09-06,62829
Colorado,2020-09-07,63180
Colorado,2020-09-08,63719
Colorado,2020-09-09,64154
Colorado,2020-09-10,64599
Colorado,2020-09-11,65103
Colorado,2020-09-12,65512
Colorado,2020-09-13,65935
Colorado,2020-09-14,66660
